TQ,DPQ,C,OU,DI,DFT,DFO,RD
0,2,3,1,24,9,6,14
2,3,2,3,1,0,2,1
2,1,4,4,52,11,32,40
0,0,0,3,17,3,4,15
3,0,2,0,34,15,4,19
4,1,3,3,34,30,2,5
4,3,0,0,3,1,2,2
3,4,4,1,13,3,0,9
3,4,3,3,17,7,3,10
4,2,2,3,21,24,2,1
1,3,3,0,15,9,1,5
2,3,2,1,5,2,0,1
2,2,0,0,6,2,2,4
4,0,2,2,26,20,1,6
4,3,0,1,5,6,2,0
2,1,0,1,14,1,1,12
3,0,3,2,53,29,8,23
1,1,1,3,29,6,13,25
0,3,1,4,8,1,7,7
0,1,1,3,24,7,10,17
0,0,4,4,61,20,33,39
0,4,4,2,21,2,6,18
4,4,3,3,13,3,3,8
3,1,4,1,38,17,3,20
4,3,3,1,14,15,0,2
0,4,4,0,9,2,1,7
3,3,3,0,20,13,2,5
4,3,4,4,14,10,2,2
2,3,0,1,4,0,4,3
0,3,4,2,12,2,2,9
2,2,0,2,1,1,1,1
2,1,2,4,30,8,22,22
0,4,2,0,9,1,0,6
0,2,2,1,13,3,2,10
2,4,2,1,1,0,1,2
0,4,3,0,15,2,3,14
4,4,3,2,13,7,0,4
2,0,4,0,82,27,12,54
2,1,4,1,43,10,7,31
0,0,4,2,75,12,19,62
3,3,1,4,9,3,9,5
2,0,4,3,72,14,26,57
2,1,0,3,8,2,4,6
4,1,4,1,28,18,0,10
2,1,3,0,17,6,2,11
4,4,0,2,2,2,2,0
3,2,4,0,8,5,0,4
0,3,1,0,16,6,3,9
1,4,1,4,4,0,6,5
3,4,1,3,9,7,0,2
1,0,2,2,39,19,5,20
4,1,0,4,16,15,0,0
4,3,2,3,20,18,0,2
3,2,4,4,12,1,6,11
2,1,4,4,49,25,18,23
3,3,1,3,3,2,0,0
2,4,2,4,9,4,5,4
2,0,1,4,29,8,19,23
4,0,0,3,1,0,2,2
1,0,2,2,43,5,14,36
1,2,4,0,34,3,3,31
2,2,0,1,4,0,0,3
0,0,2,3,50,9,20,40
1,0,0,4,29,10,16,17
4,2,1,2,13,11,1,2
3,4,4,2,7,3,3,4
1,1,0,0,5,1,6,3
2,0,3,1,60,18,10,41
1,2,3,3,19,4,11,14
4,4,2,0,18,24,3,2
3,2,4,3,14,4,5,11
1,1,2,0,6,0,0,5
2,3,3,4,9,0,6,8
4,3,0,4,4,2,1,3
3,2,2,4,17,4,12,13
3,4,3,2,21,8,3,12
1,2,4,0,30,5,9,24
0,3,1,4,5,1,2,2
0,2,4,3,14,3,2,11
0,3,1,2,8,1,3,7
3,4,4,2,26,4,6,21
1,2,1,0,14,5,0,8
2,4,3,3,16,6,3,9
0,2,1,0,18,1,6,16
0,2,1,2,15,1,2,14
2,1,1,2,21,1,7,20
2,3,0,1,3,1,1,3
0,2,0,1,2,1,2,0
0,3,1,2,7,1,1,4
0,4,2,4,7,0,6,6
0,4,3,0,13,1,3,13
4,4,1,3,1,0,3,1
1,4,4,0,18,2,3,15
0,1,0,1,9,0,2,10
4,3,0,2,8,11,1,1
2,0,4,3,86,34,26,53
2,3,1,4,9,1,5,8
3,4,1,0,6,1,1,5
0,4,3,3,17,6,3,9
3,4,2,4,16,12,6,5
3,1,2,4,39,26,11,13
4,3,3,2,8,11,2,2
0,3,2,3,12,4,2,8
0,0,2,3,39,12,10,27
2,2,0,4,2,1,2,1
3,0,0,2,18,8,2,9
1,3,0,0,3,0,0,2
3,3,3,3,10,8,0,0
0,4,0,1,5,0,3,4
0,3,4,2,19,5,5,13
1,3,1,3,5,0,2,5
3,1,0,3,5,3,4,1
2,1,0,1,9,2,2,8
4,0,0,4,23,24,1,1
1,4,4,2,15,4,3,11
3,4,4,2,13,6,1,5
4,3,4,3,7,3,3,2
4,0,1,2,21,18,1,2
2,3,0,3,7,1,2,7
0,3,2,0,14,2,1,10
2,0,1,4,16,4,11,12
4,0,2,1,42,38,2,3
3,2,2,2,32,17,7,15
0,1,4,2,15,3,5,11
0,2,4,1,11,1,0,11
3,2,1,2,10,2,2,8
3,2,0,3,4,2,1,1
0,4,3,0,11,3,0,8
3,4,0,1,5,1,0,3
2,3,4,2,1,0,0,0
4,4,1,2,5,0,1,4
3,0,1,1,25,12,2,13
2,3,4,0,27,3,1,22
2,2,2,4,11,3,9,8
1,0,0,3,17,3,8,12
0,2,3,4,21,5,12,16
4,0,2,1,53,43,1,10
3,3,2,2,6,3,3,3
0,2,4,0,21,3,5,18
1,1,3,0,40,7,6,33
2,2,4,3,34,12,7,21
2,3,2,1,5,1,2,5
0,1,2,3,20,2,10,18
1,2,2,0,5,0,0,4
0,0,2,3,49,13,15,36
3,1,0,0,2,1,0,0
0,3,0,4,2,0,3,1
0,0,4,1,84,10,16,72
3,3,3,1,20,6,3,14
2,0,0,1,9,3,0,5
2,4,3,0,16,2,2,12
3,3,4,1,12,7,2,6
1,1,0,2,8,0,4,7
1,2,3,2,19,1,7,18
0,0,4,2,76,15,19,60
0,0,4,3,87,18,32,68
4,1,1,0,6,7,1,2
3,3,1,3,16,8,6,9
4,2,2,4,13,6,2,6
3,2,2,4,9,4,4,6
1,4,2,2,2,0,1,3
0,2,0,1,3,0,1,3
4,4,4,2,25,25,2,0
2,3,3,2,9,6,3,2
1,4,3,2,15,4,3,12
4,2,2,0,16,12,0,3
1,3,0,3,7,1,5,4
4,4,1,3,11,8,3,4
3,4,3,4,21,2,13,19
3,0,2,1,31,10,6,21
4,0,4,0,79,65,6,14
4,0,0,4,16,9,7,7
4,4,3,2,14,9,2,2
0,4,4,4,24,3,18,22
0,0,3,0,48,4,7,44
1,0,0,1,7,2,1,5
3,1,3,0,28,9,8,17
3,1,0,1,6,2,1,4
0,0,3,0,47,7,8,41
2,4,0,0,4,2,3,4
3,0,1,4,47,16,27,29
2,2,3,4,35,18,13,17
2,4,4,1,25,5,5,19
1,1,4,0,41,21,2,18
3,3,1,3,7,5,0,1
2,2,1,3,18,5,5,11
3,4,3,3,19,5,6,14
4,2,4,1,29,31,3,1
2,4,0,1,2,0,1,1
4,0,2,0,49,35,1,15
3,4,1,4,2,1,2,0
0,0,0,3,9,0,3,9
2,4,1,0,6,2,1,4
4,0,3,0,52,38,3,13
2,2,0,4,3,1,2,1
3,3,4,0,9,1,1,7
2,3,2,1,22,5,2,15
0,1,4,4,33,6,21,27
1,3,1,2,10,1,3,8
4,0,2,1,49,47,1,3
2,4,1,4,5,2,0,3
3,1,4,0,53,20,4,34
3,1,2,0,1,0,1,1
1,0,0,2,16,1,8,16
2,0,4,4,82,28,43,53
3,3,2,3,13,10,2,3
2,0,1,3,40,12,15,25
3,3,4,0,12,5,2,8
1,2,2,3,11,0,5,11
3,4,4,0,13,9,0,4
4,1,3,0,21,16,0,5
3,3,4,3,11,9,1,3
2,4,2,1,6,2,4,1
0,1,4,0,16,3,2,11
4,4,1,3,4,1,1,2
0,2,1,2,10,0,0,8
3,4,1,2,6,1,2,3
1,1,3,0,27,2,5,25
1,0,1,0,23,2,4,19
2,2,2,4,13,3,9,11
2,0,2,1,57,16,9,40
3,4,1,4,3,1,1,1
4,3,0,4,1,0,2,0
4,3,0,3,6,5,0,0
1,3,2,2,5,1,2,5
3,2,2,3,18,1,9,16
0,0,3,2,58,9,15,49
3,2,0,4,3,0,4,2
4,4,3,3,7,2,1,4
2,3,0,1,0,0,3,0
2,4,1,0,6,1,1,3
2,0,0,0,12,3,4,9
0,0,3,2,57,5,16,52
4,1,3,2,32,24,1,8
3,1,4,2,38,17,6,22
3,3,4,4,37,18,14,19
1,0,0,1,15,4,4,10
4,4,0,4,3,5,0,1
0,2,0,1,6,0,7,6
2,3,3,3,21,10,3,11
0,0,4,1,69,13,13,56
4,3,3,2,17,25,1,2
4,3,4,4,28,15,11,15
0,4,4,1,19,3,8,16
2,3,3,1,18,2,5,15
1,1,3,3,39,7,15,32
4,1,2,0,35,18,1,15
3,0,4,2,80,37,13,41
0,4,2,1,10,3,1,8
2,0,4,2,70,28,10,40
2,4,2,0,2,1,1,1
3,2,0,4,8,4,4,4
4,3,4,3,17,17,2,1
1,2,2,2,19,6,3,13
3,2,1,4,8,2,1,6
4,4,3,3,10,13,4,0
3,1,4,3,37,13,9,23
3,1,3,4,27,7,14,20
3,2,1,3,7,3,0,2
4,0,3,1,62,51,3,10
3,3,3,3,4,2,0,1
3,2,3,1,20,7,3,13
0,1,4,0,31,8,5,20
2,0,2,2,55,18,13,37
2,0,3,1,63,10,9,52
2,0,4,2,79,30,17,49
0,1,2,1,19,3,5,16
4,4,3,1,4,3,1,2
3,3,2,4,7,3,9,4
3,3,3,2,20,10,5,8
0,1,1,3,23,2,6,20
0,0,2,2,39,8,7,31
3,0,3,4,62,37,21,25
4,2,3,4,21,18,6,2
4,0,0,3,8,6,4,1
3,0,4,2,86,39,18,47
0,0,2,4,43,12,25,30
4,3,1,1,16,6,2,10
3,3,3,4,12,10,3,1
1,2,2,2,2,0,1,2
1,3,0,0,6,1,3,5
4,2,0,1,2,2,2,0
0,1,1,1,16,1,3,14
0,3,2,0,14,2,6,10
0,0,3,1,66,10,12,56
1,0,1,0,22,2,5,23
3,2,1,3,16,7,3,8
3,1,4,3,51,31,6,18
0,0,4,1,83,11,16,71
0,2,2,2,18,7,4,10
0,3,0,3,2,0,0,1
0,2,2,2,5,1,3,4
2,1,0,4,8,3,5,3
4,2,3,0,27,27,2,0
1,2,4,4,21,7,7,13
3,1,4,0,26,17,1,9
0,0,2,1,42,3,7,40
0,0,4,0,94,14,17,81
0,0,4,1,64,17,11,46
3,1,3,0,29,14,2,15
3,1,0,4,4,1,0,3
0,2,1,1,10,3,1,6
2,0,0,2,15,6,1,8
1,4,3,3,13,2,3,10
1,4,0,3,1,0,0,0
2,1,0,3,1,1,1,2
2,0,1,4,34,14,14,19
0,3,2,4,16,4,9,11
0,1,1,0,12,1,3,12
3,2,4,1,37,22,3,15
4,4,3,1,15,6,2,8
3,2,1,2,7,2,2,5
1,4,3,0,14,4,0,9
3,2,0,3,2,0,3,1
0,0,0,3,9,1,8,8
4,2,3,1,15,17,3,1
1,1,4,2,46,9,11,36
2,3,2,1,7,2,1,4
1,0,2,2,46,11,13,34
0,3,0,2,5,0,3,4
0,2,3,0,13,3,2,9
3,3,4,3,18,4,7,14
3,4,1,3,11,2,4,9
3,1,3,1,24,13,3,11
2,0,2,3,55,30,12,26
4,1,4,0,55,41,1,15
4,1,0,3,5,4,1,2
3,4,3,3,3,0,0,2
1,2,1,3,6,1,6,5
3,1,1,2,31,19,1,12
4,1,3,1,27,26,2,1
0,3,4,4,27,3,15,23
3,2,0,1,7,1,3,6
0,0,0,2,17,0,2,18
1,2,0,3,1,0,3,2
3,3,1,1,0,0,2,1
2,0,4,2,84,29,15,53
4,0,1,4,26,26,2,0
1,3,4,4,13,6,5,4
4,2,4,2,18,12,2,6
4,1,0,4,4,4,1,2
1,2,1,2,9,1,1,6
3,1,2,4,24,12,9,11
3,1,1,3,8,3,4,7
2,3,0,4,3,0,2,3
4,1,3,2,39,35,0,3
4,4,3,0,28,27,1,1
2,2,2,2,14,1,2,12
2,2,0,4,3,0,0,3
2,1,0,3,3,1,3,1
1,0,4,3,60,16,21,43
3,2,3,1,10,5,0,3
2,2,4,2,17,0,5,16
0,0,0,0,23,3,1,19
3,4,4,2,13,7,3,5
2,4,4,2,8,1,5,7
0,3,3,1,2,1,4,0
4,4,0,0,1,0,0,1
3,0,1,2,15,4,3,11
2,4,0,4,3,0,0,2
2,0,2,1,54,27,10,26
0,1,2,0,8,1,2,6
2,1,1,3,8,3,1,3
0,1,0,4,2,0,2,1
2,4,0,1,8,2,2,5
0,4,0,3,1,0,0,1
2,4,0,2,0,1,2,1
2,0,2,3,46,14,16,32
1,4,1,1,9,1,0,6
3,2,0,1,2,0,1,2
2,1,0,2,8,0,3,8
1,3,3,1,28,12,3,16
3,4,2,3,13,7,4,4
4,1,4,2,40,36,2,4
4,2,2,1,10,4,2,5
1,4,2,1,6,2,1,4
4,0,3,2,51,45,4,6
4,1,0,3,6,0,3,6
4,0,4,4,75,66,5,8
0,3,3,1,5,0,0,3
1,2,4,0,13,3,0,9
0,3,1,1,5,0,0,6
3,0,1,0,33,16,3,16
4,4,0,2,1,0,2,2
4,3,1,0,8,4,2,4
0,2,4,3,24,2,10,19
4,1,4,1,16,18,2,2
3,2,2,1,19,5,2,12
4,2,3,3,3,2,0,0
4,3,1,4,17,12,0,3
0,2,1,1,18,2,4,16
2,0,0,1,30,1,7,28
3,3,0,3,5,4,2,0
3,2,0,3,2,1,6,0
0,4,2,0,9,0,3,8
3,4,3,3,5,1,2,5
4,3,3,2,20,9,5,10
2,0,0,2,5,1,2,3
1,1,0,1,9,1,0,7
1,3,2,0,2,0,1,1
0,3,3,1,15,1,4,14
2,0,3,4,70,13,47,57
2,1,0,1,2,0,0,1
0,1,1,3,12,1,4,11
1,2,1,0,17,2,5,13
0,4,4,4,11,1,5,9
3,0,2,4,45,17,23,28
2,1,4,4,37,8,20,28
1,0,4,1,86,9,20,76
1,2,0,1,6,0,2,5
2,4,3,2,10,4,0,6
2,3,2,1,19,8,2,10
1,4,0,4,0,1,2,0
3,2,4,4,20,3,14,16
2,1,4,4,31,4,19,26
2,4,4,3,13,7,5,8
4,0,3,2,76,63,4,14
4,1,3,3,26,18,3,6
0,3,3,0,15,2,4,13
2,3,0,1,4,1,0,3
3,3,0,1,2,0,3,2
1,0,2,0,39,3,7,34
3,2,4,1,3,2,1,0
1,4,4,0,23,8,1,15
1,3,0,3,1,1,1,0
3,3,1,3,2,0,1,3
3,3,3,2,19,14,1,3
4,3,2,0,22,11,6,11
3,4,3,4,6,2,4,4
0,1,2,4,25,4,17,20
0,0,4,0,78,20,9,57
2,1,2,4,27,14,7,12
1,0,1,3,15,2,8,14
2,4,0,4,4,2,2,3
4,4,0,4,0,1,2,1
3,3,4,3,28,14,7,15
2,2,0,4,3,1,0,3
1,4,1,3,6,1,2,5
4,0,4,4,75,54,14,20
1,0,4,3,63,20,20,42
4,3,4,1,23,11,2,13
0,0,3,4,53,14,30,38
2,2,3,1,18,4,3,13
2,1,3,2,21,5,4,16
1,2,4,2,3,1,2,1
1,1,3,2,31,5,6,25
3,1,2,4,39,12,23,26
1,4,4,2,12,2,4,9
4,3,0,2,6,8,2,0
1,3,3,4,8,2,3,5
2,1,0,0,9,2,2,8
2,0,0,1,26,7,4,18
2,2,1,1,10,2,3,9
1,1,2,0,7,1,2,4
3,1,3,4,4,3,0,0
1,0,3,1,63,26,10,36
1,1,2,3,24,4,11,19
3,2,4,2,18,8,2,11
1,2,3,2,16,4,5,12
1,3,2,1,10,1,2,11
1,0,0,3,9,2,5,8
1,1,0,2,3,1,0,1
2,4,3,3,14,3,4,10
2,3,1,0,7,1,2,6
2,3,3,1,25,8,3,17
1,0,2,4,25,5,17,21
4,4,4,2,23,21,3,0
3,3,1,2,10,8,1,0
4,2,0,2,8,11,1,1
2,0,3,2,49,12,9,39
1,2,2,0,11,3,3,7
4,3,0,0,3,2,2,1
3,2,4,1,22,9,0,13
3,4,2,4,2,0,3,3
4,0,2,1,36,33,2,2
3,0,1,2,46,19,12,25
3,3,0,2,4,2,2,1
3,2,0,3,0,0,5,1
0,1,0,1,6,1,0,4
1,2,2,3,25,5,9,19
4,4,2,4,6,5,1,0
3,0,3,4,61,34,25,27
4,4,1,3,7,5,3,0
3,4,3,3,19,10,2,8
4,4,1,2,2,3,1,1
2,1,0,1,9,1,2,7
4,2,1,1,9,15,3,2
2,4,0,1,2,1,4,0
3,0,3,1,74,33,11,42
0,2,4,4,31,5,23,26
3,1,2,4,21,9,10,12
4,3,3,3,4,5,2,1
3,2,2,4,4,2,1,1
4,1,2,2,41,34,3,5
3,1,4,2,48,22,8,26
0,1,2,4,33,3,22,29
2,3,0,2,1,0,2,0
0,2,2,2,15,1,4,16
4,3,4,3,13,19,5,1
4,1,3,2,30,30,2,0
1,3,3,1,10,1,0,9
3,0,4,1,87,34,11,53
0,4,4,2,18,1,7,18
1,2,1,4,14,2,7,10
4,4,2,2,11,12,3,2
0,0,3,3,55,2,25,53
0,2,3,3,13,3,3,9
0,2,3,0,14,4,4,12
0,3,0,3,4,1,3,2
0,1,1,3,13,2,6,9
2,2,3,0,31,6,8,23
1,0,0,0,19,4,2,13
3,3,0,0,2,0,1,1
1,0,2,0,42,15,3,25
4,1,3,3,39,29,4,10
0,0,0,3,15,1,6,15
4,2,0,0,7,8,3,0
4,0,0,4,7,3,3,3
0,3,1,4,7,0,4,6
0,4,4,3,17,5,8,12
4,1,4,3,28,24,4,4
2,1,0,0,5,1,0,3
1,1,4,1,50,14,8,35
0,1,4,4,40,11,26,30
4,0,2,1,44,29,3,15
1,4,1,4,6,2,4,4
2,4,4,1,8,1,2,6
3,0,3,4,55,17,27,38
1,2,0,1,1,1,0,1
1,1,1,4,23,6,14,16
3,0,4,2,86,34,18,53
1,1,2,1,14,2,1,10
4,3,0,4,1,0,3,2
2,2,4,1,19,4,2,14
3,1,3,1,23,5,0,18
1,4,3,2,18,6,5,11
0,3,1,4,3,1,5,4
3,3,1,3,12,6,1,5
3,3,2,4,5,2,3,2
0,0,1,0,40,12,3,28
3,4,1,2,2,0,2,1
3,3,3,1,22,6,1,14
4,2,4,1,14,13,0,1
1,3,0,4,1,1,0,1
2,2,4,0,21,5,2,15
1,0,4,3,84,17,29,67
4,1,3,1,33,24,3,9
4,1,3,0,14,2,2,12
2,1,2,3,21,6,5,13
0,4,3,0,10,2,1,9
0,2,3,2,11,2,2,8
1,0,0,0,9,0,3,8
4,0,1,2,35,29,4,5
2,1,2,1,7,1,0,6
4,4,2,1,13,10,2,2
3,2,3,4,39,22,11,15
1,0,1,3,29,11,7,18
4,0,1,4,41,36,3,6
0,2,1,1,15,4,1,10
1,4,3,2,14,3,5,10
0,2,1,4,7,1,3,4
1,3,1,1,8,0,3,7
0,1,0,0,4,1,0,3
4,0,1,4,29,22,9,6
3,3,4,1,22,3,4,19
1,0,3,2,58,16,15,42
4,2,4,0,40,42,1,2
1,4,3,0,17,2,1,14
0,4,4,4,25,6,13,17
0,3,4,2,12,0,0,12
0,4,3,3,11,1,8,10
4,4,1,2,0,0,1,0
1,2,0,4,3,0,1,2
0,4,3,1,20,4,5,15
0,2,0,2,4,0,6,4
4,0,4,4,69,62,9,8
0,3,0,0,3,0,2,4
3,3,0,4,2,0,4,1
4,0,2,4,45,41,6,5
0,2,4,0,44,13,7,30
3,2,2,1,22,7,5,15
0,2,1,1,14,4,0,7
0,1,2,2,3,0,2,1
4,0,1,3,8,8,3,0
0,0,3,4,65,9,46,56
0,4,4,0,23,4,3,19
3,0,4,0,85,31,9,54
4,3,0,0,6,0,3,4
1,1,3,2,43,18,1,24
0,3,4,2,23,1,10,22
1,4,1,3,8,2,0,3
2,0,0,0,21,7,3,13
1,0,4,3,83,24,25,60
2,3,1,2,9,2,1,9
3,2,1,3,1,1,1,0
1,3,4,2,9,2,1,6
1,1,3,4,24,8,12,13
0,2,0,3,6,1,3,6
2,1,3,1,16,4,2,9
3,3,2,0,14,9,2,5
0,0,4,2,83,21,17,62
2,0,1,1,39,7,8,32
1,1,4,1,52,13,9,38
3,4,2,2,2,1,0,1
2,2,0,0,4,1,3,4
0,0,2,0,51,10,5,41
3,2,3,2,22,12,7,9
4,1,3,2,28,30,0,1
2,4,4,1,22,5,5,17
3,1,2,4,24,7,13,18
0,0,0,1,9,3,0,5
4,3,4,1,28,21,2,6
1,3,0,1,3,0,2,3
0,4,0,4,6,1,4,5
4,2,1,2,7,9,1,1
3,4,3,4,18,6,11,12
1,3,4,0,29,6,6,23
3,3,0,4,4,1,3,4
3,2,4,2,7,1,3,5
0,1,1,4,26,5,17,21
2,0,1,1,25,8,3,16
2,1,1,1,34,9,9,25
2,3,1,3,6,3,5,4
4,2,1,2,0,1,0,1
0,0,4,1,71,13,13,56
1,2,1,1,20,5,2,14
1,4,4,1,12,3,1,8
1,4,0,3,3,0,6,2
0,4,3,0,23,5,1,18
3,4,3,3,8,3,0,2
0,3,4,1,38,3,7,35
2,2,0,0,5,0,4,5
3,4,3,0,27,9,1,15
3,1,2,2,28,14,5,14
0,1,3,4,43,14,22,29
0,2,0,0,4,0,1,3
1,3,4,1,10,1,6,9
3,0,2,4,48,21,20,26
3,1,2,1,12,9,0,3
4,2,0,1,3,1,3,2
0,3,2,0,12,3,0,8
0,2,0,3,4,1,3,3
2,3,3,4,15,2,11,12
1,0,4,2,69,13,12,56
3,2,2,2,21,15,3,6
2,3,2,2,19,8,5,11
2,0,2,2,33,5,9,27
3,1,1,1,12,6,4,5
4,1,1,1,12,20,2,0
0,2,3,3,18,3,5,15
4,4,0,1,2,1,3,1
1,2,4,0,39,13,4,26
1,1,0,0,17,1,3,16
0,4,3,4,20,3,12,15
2,0,4,3,70,18,24,51
4,1,3,0,34,30,3,4
2,0,0,3,14,2,0,11
0,4,3,4,11,1,8,9
2,1,3,1,16,8,1,9
1,1,1,3,6,1,2,5
4,0,0,4,9,6,2,3
3,1,2,3,2,1,1,0
1,2,2,3,9,2,4,6
4,0,2,2,28,20,3,8
0,2,2,3,8,2,2,5
2,0,3,4,62,21,34,42
2,2,2,0,10,4,3,4
0,3,2,4,12,2,4,7
4,1,3,0,34,26,1,8
2,0,2,0,48,16,7,32
2,3,2,4,9,2,5,7
3,4,4,2,9,7,2,2
3,4,4,3,17,7,4,10
1,0,4,3,44,7,11,36
3,4,1,1,5,1,1,4
0,3,2,1,17,1,5,15
1,1,1,3,18,1,7,17
4,1,1,0,13,8,0,4
0,0,3,0,60,9,11,51
4,1,3,1,25,27,4,0
0,4,2,4,11,2,5,8
4,2,1,3,10,13,0,0
0,2,0,2,4,1,1,3
0,4,1,4,4,0,1,3
1,4,3,1,6,1,0,5
3,3,4,1,31,4,8,27
2,3,0,1,3,0,3,2
3,3,2,2,2,0,3,1
1,0,3,3,53,17,17,36
0,0,4,4,45,9,27,36
4,0,2,0,43,33,3,9
3,4,1,4,6,2,2,5
4,0,1,4,37,34,2,2
0,2,0,2,9,0,4,10
1,1,3,3,15,3,4,10
1,0,0,4,9,2,4,5
0,3,0,1,2,0,2,0
4,0,4,0,60,52,0,7
3,2,3,1,9,4,7,5
4,4,4,0,13,12,0,0
2,2,2,1,22,3,5,17
3,1,3,4,9,4,0,5
2,4,2,1,14,6,0,7
4,1,0,3,1,1,1,1
3,0,4,2,79,41,12,38
2,3,1,1,1,1,3,0
4,1,3,2,25,20,4,4
4,0,1,2,22,20,0,1
3,0,3,2,62,26,7,36
4,2,0,3,7,4,1,2
4,2,0,4,9,10,5,1
3,1,4,4,30,11,14,17
1,1,1,4,14,2,9,13
4,0,1,4,31,27,2,2
4,1,1,1,23,23,0,1
0,2,3,4,25,3,17,21
2,2,0,4,6,2,4,5
4,0,4,2,77,56,7,21
1,2,0,4,2,0,2,1
3,4,4,1,24,26,5,0
3,3,4,0,41,16,3,27
1,0,1,3,3,0,1,2
1,2,4,2,26,7,10,18
1,4,2,1,18,3,1,13
4,4,0,3,2,0,1,2
3,4,1,1,6,3,0,3
0,3,4,4,31,1,22,28
1,3,2,2,14,2,2,11
3,0,4,0,74,23,9,53
2,4,2,4,7,3,4,5
2,1,2,2,28,9,6,19
2,1,0,3,3,1,2,1
0,4,0,3,3,1,0,3
3,3,1,4,11,2,5,8
3,4,0,1,5,3,1,3
3,2,3,3,29,13,8,16
3,1,4,1,46,18,4,27
0,4,2,3,15,3,6,10
2,2,3,2,12,4,5,8
4,4,0,3,3,1,2,2
1,4,0,0,2,1,0,0
1,2,4,2,36,5,9,32
4,2,0,2,9,10,1,0
3,0,0,2,16,8,2,7
2,0,1,1,40,15,8,25
1,3,0,2,2,0,3,1
0,4,1,0,5,1,0,2
2,1,0,3,4,1,0,2
4,2,3,4,18,15,4,3
3,1,3,3,42,17,12,25
2,4,3,2,5,2,0,4
2,3,3,3,21,9,5,11
3,4,1,4,6,3,3,2
4,3,4,2,22,23,1,1
1,2,1,0,9,2,1,7
1,1,1,3,12,2,3,10
3,2,1,4,11,3,4,9
2,3,2,4,16,4,12,13
3,2,0,0,3,0,2,3
1,1,0,3,7,2,2,4
3,4,0,4,0,1,3,0
3,0,1,2,31,20,5,11
0,1,2,3,27,3,8,23
3,4,3,4,10,4,5,6
4,0,4,4,102,87,14,15
2,2,4,1,23,6,2,17
4,4,2,3,11,0,1,11
1,1,3,1,29,6,7,24
3,1,0,2,4,3,0,1
2,2,3,0,23,6,3,17
0,3,0,3,4,0,3,5
4,2,0,3,7,4,0,2
0,2,3,1,13,2,1,11
2,3,3,1,2,0,3,0
0,1,0,1,7,2,2,5
4,0,4,0,77,63,1,13
4,3,2,0,3,2,1,0
1,0,0,2,26,11,3,13
3,3,1,1,10,6,0,5
4,1,4,4,40,40,0,1
4,3,0,4,3,1,1,2
3,2,3,4,12,8,3,4
3,4,0,3,3,0,0,2
0,4,2,3,9,1,5,8
3,1,3,3,34,12,14,22
2,1,3,0,27,8,2,17
0,4,4,3,22,4,5,17
3,3,4,3,10,2,4,7
2,4,3,3,8,3,5,4
2,3,3,1,3,1,0,1
0,0,1,0,28,5,2,21
4,1,2,0,35,27,2,8
0,2,3,2,20,5,4,13
3,2,3,4,27,15,7,12
4,2,3,1,22,16,0,5
3,0,4,4,62,31,25,31
3,1,1,4,0,0,0,0
3,1,3,2,44,19,7,22
0,2,4,0,19,4,1,15
2,2,4,3,36,10,12,27
4,1,0,1,3,1,0,2
4,4,1,4,5,7,0,0
1,0,3,4,53,15,31,38
3,4,3,3,19,6,3,13
3,0,4,1,69,28,10,42
1,0,3,0,72,21,10,50
0,4,0,2,0,1,1,2
3,0,3,2,55,28,10,26
2,0,1,1,24,15,2,9
1,4,3,4,19,9,4,9
0,0,0,2,16,1,2,13
1,0,3,0,44,4,7,38
3,1,3,3,27,21,3,5
0,3,2,2,14,1,5,13
1,1,2,0,13,2,0,10
2,3,2,4,17,2,11,13
4,4,2,1,4,5,4,1
3,3,3,2,3,1,0,1
0,1,1,3,13,1,5,11
4,4,3,2,28,16,4,12
4,3,4,3,31,31,0,0
1,4,3,0,10,2,2,8
2,3,3,2,19,4,5,16
3,4,1,1,8,2,1,5
1,1,3,2,42,13,8,28
4,3,1,1,10,11,2,0
2,1,3,3,43,8,13,33
0,0,4,4,73,16,48,56
2,2,3,4,24,6,14,18
2,4,3,4,19,9,3,8
1,1,1,1,8,3,0,5
4,1,3,2,33,32,0,0
4,0,2,4,49,44,4,5
4,2,3,3,22,23,0,0
0,3,4,2,32,3,13,29
3,1,2,0,10,3,1,8
4,0,1,2,38,34,3,4
3,0,2,0,51,25,5,25
1,1,1,1,15,4,1,11
0,0,0,1,28,5,2,21
4,3,1,1,12,11,0,1
4,4,3,3,19,17,2,0
2,2,3,1,10,3,1,8
1,1,1,0,21,7,2,14
1,3,1,2,3,1,0,2
1,1,0,1,2,1,2,0
1,3,2,4,18,1,11,17
1,1,1,0,19,6,1,14
0,4,4,1,17,3,4,12
0,2,1,4,24,3,15,20
4,1,1,0,4,4,3,1
3,2,1,3,10,6,3,2
1,4,4,2,20,8,5,12
4,0,2,2,38,34,1,5
0,0,2,4,43,10,31,34
1,3,4,4,33,10,18,22
2,4,4,3,4,0,0,3
0,3,1,4,13,0,12,11
4,0,2,4,59,39,12,18
2,3,2,2,13,4,0,8
0,1,0,1,7,2,6,3
3,3,1,2,10,5,2,4
2,2,4,3,25,10,5,13
3,0,2,0,42,14,8,29
0,0,3,4,68,15,44,51
0,1,1,4,22,1,20,21
0,0,2,3,48,8,19,40
2,0,4,1,76,33,10,43
0,0,2,1,54,12,10,41
3,3,2,4,12,7,1,4
2,1,0,1,5,1,1,2
1,3,1,2,12,4,3,9
0,1,0,2,10,0,3,9
